location,price,bedrooms,bathrooms,floors,lands,realestate_category,type,link,sangkat,khan,city/provice,lat,lon
"Tonle Bassac, Chamkarmon, Phnom Penh",0,,,,,PenthousePOA,buy,https://www.realestate.com.kh/buy/tonle-bassac/penthouse-232778/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Kandaek, Prasat Bakong, Siem Reap",180,,,,,Land,buy,https://www.realestate.com.kh/buy/kandaek/land-232768/,Kandaek,Prasat Bakong,Siem Reap,13.3421471,103.9978446
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",850000,5,4,,,Shophouse,buy,https://www.realestate.com.kh/buy/bkk-3/5-bed-4-bath-shophouse-232765/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Sangkat Buon, Sihanoukville, Sihanoukville",2500,,,,577,House,buy,https://www.realestate.com.kh/buy/sangkat-buon/house-232745/,Sangkat Buon,Sihanoukville,Sihanoukville,10.50614075,103.26205644863938
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",580000,4,5,,,Shophouse,buy,https://www.realestate.com.kh/buy/bkk-1/4-bed-5-bath-shophouse-232738/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Chbar Ampov I, Chbar Ampov, Phnom Penh",1300000,4,5,,800,House,buy,https://www.realestate.com.kh/buy/chbar-ampov-i/4-bed-5-bath-house-232734/,Chbar Ampov I,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
"Cheung Aek, Dangkao, Phnom Penh",1150000,6,7,,426,Villa,buy,https://www.realestate.com.kh/buy/cheung-aek/6-bed-7-bath-villa-232726/,Cheung Aek,Dangkao,Phnom Penh,11.5057732,104.891422
"Svay Dankum, Siem Reap, Siem Reap",200000,3,4,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/3-bed-4-bath-house-232723/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeung Tumpun 2, Meanchey, Phnom Penh",1150000,7,8,,425,Villa,buy,https://www.realestate.com.kh/buy/boeung-tumpun-2/7-bed-8-bath-villa-232717/,Boeung Tumpun 2,Meanchey,Phnom Penh,13.104489,103.1978242
"Svay Dankum, Siem Reap, Siem Reap",70000,4,4,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/4-bed-4-bath-house-232707/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Preaek Slaeng, Kandal Stueng, Kandal",210000,,,,1978,Land,buy,https://www.realestate.com.kh/buy/preaek-slaeng/land-232666/,Preaek Slaeng,Kandal Stueng,Kandal,11.7096667,105.0208085
"Khmuonh, Sen Sok, Phnom Penh",270000,5,5,90,90,Flat,buy,https://www.realestate.com.kh/buy/khmuonh/5-bed-5-bath-flat-house-232660/,Khmuonh,Sen Sok,Phnom Penh,37.651036,30.5361664
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",992000,3,3,180,124,Shophouse,buy,https://www.realestate.com.kh/buy/bkk-1/3-bed-3-bath-shophouse-232659/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"LyLy , Chbar Ampov I, Chbar Ampov, Phnom Penh",2000000,8,6,800,700,Villa,buy,https://www.realestate.com.kh/buy/chbar-ampov-i/lyly-232656/,Chbar Ampov I,Chbar Ampov,Phnom Penh,,
"Chak Angrae Leu, Meanchey, Phnom Penh",105000,1,1,44,,Condo,buy,https://www.realestate.com.kh/buy/chak-angrae-leu/sen-boulevard-hun-232649/,Chak Angrae Leu,Meanchey,Phnom Penh,13.104489,103.1978242
"A 185, Preaek Ta Sek, Chroy Changvar, Phnom Penh",310000,5,4,168,200,Shophouse,buy,https://www.realestate.com.kh/buy/preaek-ta-sek/a-185-232631/,Preaek Ta Sek,Chroy Changvar,Phnom Penh,,
"Phnom Penh Thmey, Sen Sok, Phnom Penh",500000,,,,267,Land,buy,https://www.realestate.com.kh/buy/phnom-penh-thmey/land-232623/,Phnom Penh Thmey,Sen Sok,Phnom Penh,37.651036,30.5361664
"Svay Dankum, Siem Reap, Siem Reap",170000,5,5,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/5-bed-5-bath-house-232621/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Phnom Penh Thmey, Sen Sok, Phnom Penh",190000,4,5,192,98,Flat,buy,https://www.realestate.com.kh/buy/phnom-penh-thmey/4-bed-5-bath-flat-house-232615/,Phnom Penh Thmey,Sen Sok,Phnom Penh,37.651036,30.5361664
"Boeung Tumpun, Meanchey, Phnom Penh",130000,5,5,,,Flat,buy,https://www.realestate.com.kh/buy/boeung-tumpun/5-bed-5-bath-flat-232613/,Boeung Tumpun,Meanchey,Phnom Penh,13.104489,103.1978242
"Sangkat Bei, Sihanoukville, Sihanoukville",59000,1,1,45,,Apartment,buy,https://www.realestate.com.kh/buy/sangkat-bei/1-bed-1-bath-apartment-232610/,Sangkat Bei,Sihanoukville,Sihanoukville,10.50614075,103.26205644863938
"Nirouth, Chbar Ampov, Phnom Penh",240000,4,5,,,House,buy,https://www.realestate.com.kh/buy/nirouth/4-bed-5-bath-house-232609/,Nirouth,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
"Road1 National, Preaek Thmei, Chbar Ampov, Phnom Penh",89900,3,4,,,Link,buy,https://www.realestate.com.kh/buy/preaek-thmei/road1-national-232607/,Preaek Thmei,Chbar Ampov,Phnom Penh,,
"Chreav, Siem Reap, Siem Reap",250000,3,3,,,House,buy,https://www.realestate.com.kh/buy/chreav/3-bed-3-bath-house-232550/,Chreav,Siem Reap,Siem Reap,13.3617562,103.8590321
"BBU Rd Street 52, Sangkat Sambuor, Siem Reap, Siem Reap",277700,3,3,240,477,House,buy,https://www.realestate.com.kh/buy/sangkat-sambuor/bbu-rd-street-52-232547/,Sangkat Sambuor,Siem Reap,Siem Reap,,
"Sla Kram, Siem Reap, Siem Reap",1200,,,,,Land,buy,https://www.realestate.com.kh/buy/sla-kram/land-232525/,Sla Kram,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",500000,4,1,,,Shophouse,buy,https://www.realestate.com.kh/buy/bkk-1/4-bed-1-bath-shophouse-232519/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Akreiy Ksatr, Lvea Aem, Kandal",12,,,,,Land,buy,https://www.realestate.com.kh/buy/akreiy-ksatr/land-232512/,Akreiy Ksatr,Lvea Aem,Kandal,11.5430427,105.0485316
"Kampong Kandal Rd H5VR+CJ5 Krong Kampot Prek, Kampong Kandal, Kampot, Kampot",4200000,,,,,Land,buy,https://www.realestate.com.kh/buy/kampong-kandal/kampong-kandal-rd-h5vrcj5-krong-kampot-prek-232510/,Kampong Kandal,Kampot,Kampot,,
"National Rd 45 4599999, Ream, Prey Nob, Sihanoukville",330000,,,,,Land,buy,https://www.realestate.com.kh/buy/ream/national-rd-45-4599999-232504/,Ream,Prey Nob,Sihanoukville,,
"Svay Chrum, Khsach Kandal, Kandal",3000000,,,,6710,Land,buy,https://www.realestate.com.kh/buy/svay-chrum/land-232503/,Svay Chrum,Khsach Kandal,Kandal,11.7503523,105.0169623
"Phnom Penh Thmey, Sen Sok, Phnom Penh",850,,,,3234,Land,buy,https://www.realestate.com.kh/buy/phnom-penh-thmey/land-232502/,Phnom Penh Thmey,Sen Sok,Phnom Penh,37.651036,30.5361664
"17254 ក្រោយផ្សារលើ, Siem Reap, Siem Reap, Siem Reap",525000,,,,,House,buy,https://www.realestate.com.kh/buy/siem-reap/17254-krooyphsaarloe-232479/,Siem Reap,Siem Reap,Siem Reap,,
"Phsar Thmei III, Daun Penh, Phnom Penh",350000,2,1,,56,Flat,buy,https://www.realestate.com.kh/buy/phsar-thmei-iii/2-bed-1-bath-flat-house-232462/,Phsar Thmei III,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Boeung Kak 2, Toul Kork, Phnom Penh",750000,6,6,,300,Villa,buy,https://www.realestate.com.kh/buy/boeung-kak-2/6-bed-6-bath-villa-232459/,Boeung Kak 2,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Chreav, Siem Reap, Siem Reap",87000,2,3,,,House,buy,https://www.realestate.com.kh/buy/chreav/2-bed-3-bath-house-232426/,Chreav,Siem Reap,Siem Reap,13.3617562,103.8590321
"5D 5, Veal Vong, 7 Makara, Phnom Penh",599000,4,5,82,,Flat,buy,https://www.realestate.com.kh/buy/veal-vong/5d-5-232422/,Veal Vong,7 Makara,Phnom Penh,,
"Prey Sa, Dangkao, Phnom Penh",268000,4,5,,,Twin,buy,https://www.realestate.com.kh/buy/prey-sa/4-bed-5-bath-twin-villa-232421/,Prey Sa,Dangkao,Phnom Penh,11.5057732,104.891422
"Chreav, Siem Reap, Siem Reap",83000,,,,,Land,buy,https://www.realestate.com.kh/buy/chreav/land-232411/,Chreav,Siem Reap,Siem Reap,13.3617562,103.8590321
"Preaek Ta Sek, Chroy Changvar, Phnom Penh",630,,,,3110,Land,buy,https://www.realestate.com.kh/buy/preaek-ta-sek/land-232409/,Preaek Ta Sek,Chroy Changvar,Phnom Penh,11.5823106,104.9344762
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",880000,,,,220,Land,buy,https://www.realestate.com.kh/buy/bkk-1/land-232408/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"22 , Preaek Anhchanh, Mukh Kampul, Kandal",79800,5,4,,,Link,buy,https://www.realestate.com.kh/buy/preaek-anhchanh/22-232404/,Preaek Anhchanh,Mukh Kampul,Kandal,,
"Takaen, Chhuk, Kampot",17000,,,,358903,Land,buy,https://www.realestate.com.kh/buy/takaen/land-232383/,Takaen,Chhuk,Kampot,10.8359739,104.4548114
"Akreiy Ksatr, Lvea Aem, Kandal",485000,,,,3210,Land,buy,https://www.realestate.com.kh/buy/akreiy-ksatr/land-232382/,Akreiy Ksatr,Lvea Aem,Kandal,11.5430427,105.0485316
"Chreav, Siem Reap, Siem Reap",240405,,,,,Land,buy,https://www.realestate.com.kh/buy/chreav/land-232375/,Chreav,Siem Reap,Siem Reap,13.3617562,103.8590321
"Chreav, Siem Reap, Siem Reap",170,,,,,Land,buy,https://www.realestate.com.kh/buy/chreav/land-232374/,Chreav,Siem Reap,Siem Reap,13.3617562,103.8590321
"Siem Reap, Siem Reap, Siem Reap",380000,,,,,Land,buy,https://www.realestate.com.kh/buy/siem-reap/land-232373/,Siem Reap,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeng Reang, Daun Penh, Phnom Penh",6000000,12,12,900,600,Villa,buy,https://www.realestate.com.kh/buy/boeng-reang/12-bed-12-bath-villa-232361/,Boeng Reang,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Svay Dankum, Siem Reap, Siem Reap",157000,3,3,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/3-bed-3-bath-house-232336/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Sangkat Sambuor, Siem Reap, Siem Reap",280000,2,3,,,House,buy,https://www.realestate.com.kh/buy/sangkat-sambuor/2-bed-3-bath-house-232335/,Sangkat Sambuor,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",480000,2,2,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/2-bed-2-bath-house-232333/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Sangkat Bei, Sihanoukville, Sihanoukville",330000,4,3,,,Shophouse,buy,https://www.realestate.com.kh/buy/sangkat-bei/4-bed-3-bath-shophouse-232326/,Sangkat Bei,Sihanoukville,Sihanoukville,10.50614075,103.26205644863938
"Dangkao, Dangkao, Phnom Penh",89000,2,3,64,56,Flat,buy,https://www.realestate.com.kh/buy/dangkao/road-number2-national-road-number2-national-232311/,Dangkao,Dangkao,Phnom Penh,11.5057732,104.891422
"Traeng Trayueng, Phnum Sruoch, Kampong Speu",3,,,,,Land,buy,https://www.realestate.com.kh/buy/traeng-trayueng/land-232310/,Traeng Trayueng,Phnum Sruoch,Kampong Speu,11.310279900000001,104.25317703358202
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",6500,7,9,,,Villa,buy,https://www.realestate.com.kh/buy/bkk-1/7-bed-9-bath-villa-232307/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",6800,,,,440,Land,buy,https://www.realestate.com.kh/buy/bkk-1/land-232306/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"22 អង្គតាសោមមកខេត្តតាកែវ, Leay Bour, Tram Kak, Takeo",3700,,,,,Land,buy,https://www.realestate.com.kh/buy/leay-bour/22-qnggtaasoommkkhetttaakaev-232292/,Leay Bour,Tram Kak,Takeo,,
"Kakab 1, Por Sen Chey, Phnom Penh",800000,1,1,,300,House,buy,https://www.realestate.com.kh/buy/kakab-1/1-bed-1-bath-house-232289/,Kakab 1,Por Sen Chey,Phnom Penh,11.5432301,104.8346465
"Tonle Bassac, Chamkarmon, Phnom Penh",1000000,5,6,,200,Villa,buy,https://www.realestate.com.kh/buy/tonle-bassac/5-bed-6-bath-villa-232288/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Nirouth, Chbar Ampov, Phnom Penh",330000,4,5,,179,Villa,buy,https://www.realestate.com.kh/buy/nirouth/4-bed-5-bath-villa-232285/,Nirouth,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
"Veal Vong, 7 Makara, Phnom Penh",123690,1,1,53,,Apartment,buy,https://www.realestate.com.kh/buy/veal-vong/1-bed-1-bath-apartment-232278/,Veal Vong,7 Makara,Phnom Penh,11.5495588,104.9272305
"Doun Sa, Svay Chrum, Svay Rieng",6900,,,,,Land,buy,https://www.realestate.com.kh/buy/doun-sa/land-232276/,Doun Sa,Svay Chrum,Svay Rieng,11.115479,105.7152969
"Ta Pich Village, Chhveang, Ponhea Lueu, Kandal",352000,,,,7832,Land,buy,https://www.realestate.com.kh/buy/chhveang/ta-pich-village-232259/,Chhveang,Ponhea Lueu,Kandal,,
"Kandaek, Prasat Bakong, Siem Reap",31000,,,,264,Land,buy,https://www.realestate.com.kh/buy/kandaek/land-232258/,Kandaek,Prasat Bakong,Siem Reap,13.3421471,103.9978446
"Chak Angrae Leu, Meanchey, Phnom Penh",1200000,7,,,,Villa,buy,https://www.realestate.com.kh/buy/chak-angrae-leu/7-bed-villa-232251/,Chak Angrae Leu,Meanchey,Phnom Penh,13.104489,103.1978242
"Chreav, Siem Reap, Siem Reap",85000,2,3,,,House,buy,https://www.realestate.com.kh/buy/chreav/2-bed-3-bath-house-232249/,Chreav,Siem Reap,Siem Reap,13.3617562,103.8590321
"Kandaek, Prasat Bakong, Siem Reap",170,,,,,Land,buy,https://www.realestate.com.kh/buy/kandaek/land-232243/,Kandaek,Prasat Bakong,Siem Reap,13.3421471,103.9978446
"Siem Reap, Siem Reap, Siem Reap",110,,,,,Land,buy,https://www.realestate.com.kh/buy/siem-reap/land-232237/,Siem Reap,Siem Reap,Siem Reap,13.3617562,103.8590321
"Chroy Changvar, Chroy Changvar, Phnom Penh",135000,1,1,66,,Apartment,buy,https://www.realestate.com.kh/buy/chroy-changvar/1-bed-1-bath-apartment-232200/,Chroy Changvar,Chroy Changvar,Phnom Penh,11.5823106,104.9344762
"Chbar Ampov I, Chbar Ampov, Phnom Penh",150000,4,5,216,324,Flat,buy,https://www.realestate.com.kh/buy/chbar-ampov-i/4-bed-5-bath-flat-house-232191/,Chbar Ampov I,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
"306 306 , Boeng Keng Kang 1, Chamkarmon, Phnom Penh",123000,1,1,45,60,Condo,buy,https://www.realestate.com.kh/buy/bkk-1/306-306-232188/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,,
"Qmin 30m, Samraong Kraom, Por Sen Chey, Phnom Penh",90000,4,5,,,Shophouse,buy,https://www.realestate.com.kh/buy/samraong-kraom/qmin-30m-232148/,Samraong Kraom,Por Sen Chey,Phnom Penh,,
"Boeung Kak 1, Toul Kork, Phnom Penh",99500,2,2,52,,Condo,buy,https://www.realestate.com.kh/buy/boeung-kak-1/2-bed-2-bath-condo-231634/,Boeung Kak 1,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Svay Dankum, Siem Reap, Siem Reap",85000,4,3,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/4-bed-3-bath-house-231632/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Siem Reap, Siem Reap, Siem Reap",60,,,,,Land,buy,https://www.realestate.com.kh/buy/siem-reap/land-231611/,Siem Reap,Siem Reap,Siem Reap,13.3617562,103.8590321
"30m Qmin, Samraong Kraom, Por Sen Chey, Phnom Penh",90000,4,5,,,Shophouse,buy,https://www.realestate.com.kh/buy/samraong-kraom/30m-qmin-231606/,Samraong Kraom,Por Sen Chey,Phnom Penh,,
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",6500,3,4,,,Villa,buy,https://www.realestate.com.kh/buy/bkk-1/3-bed-4-bath-villa-231604/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Samraong Leu, Angk Snuol, Kandal",55,,,,55346,Land,buy,https://www.realestate.com.kh/buy/samraong-leu/land-231603/,Samraong Leu,Angk Snuol,Kandal,11.5078333,104.7157787
"Krang Thnong, Sen Sok, Phnom Penh",180000,4,5,120,120,Twin,buy,https://www.realestate.com.kh/buy/krang-thnong/4-bed-5-bath-twin-villa-231578/,Krang Thnong,Sen Sok,Phnom Penh,37.651036,30.5361664
"Preaek Lieb, Chroy Changvar, Phnom Penh",440000,5,6,340,276,Villa,buy,https://www.realestate.com.kh/buy/preaek-lieb/5-bed-6-bath-villa-231577/,Preaek Lieb,Chroy Changvar,Phnom Penh,11.5823106,104.9344762
"Tuek Thla, Sen Sok, Phnom Penh",156532,,,,,Condo,buy,https://www.realestate.com.kh/buy/tuek-thla/2004-231566/,Tuek Thla,Sen Sok,Phnom Penh,37.651036,30.5361664
"Tonle Bassac, Chamkarmon, Phnom Penh",180000,1,1,62,,Apartment,buy,https://www.realestate.com.kh/buy/tonle-bassac/1-bed-1-bath-apartment-231563/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"480 , Toul Tum Poung 1, Chamkarmon, Phnom Penh",1800000,6,6,,384,Villa,buy,https://www.realestate.com.kh/buy/toul-tum-poung-1/480-231559/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,,
"Ou Ruessei 1, 7 Makara, Phnom Penh",35000,1,1,55,,House,buy,https://www.realestate.com.kh/buy/ou-ruessei-1/1-bed-1-bath-house-231550/,Ou Ruessei 1,7 Makara,Phnom Penh,11.5495588,104.9272305
"Ou Ruessei 1, 7 Makara, Phnom Penh",33000,1,1,64,,House,buy,https://www.realestate.com.kh/buy/ou-ruessei-1/1-bed-1-bath-house-231543/,Ou Ruessei 1,7 Makara,Phnom Penh,11.5495588,104.9272305
"Sangkat Bei, Sihanoukville, Sihanoukville",155000,1,1,,240,House,buy,https://www.realestate.com.kh/buy/sangkat-bei/1-bed-1-bath-house-231536/,Sangkat Bei,Sihanoukville,Sihanoukville,10.50614075,103.26205644863938
"Trapeang Phlong, Ponhea Kraek, Tboung Khmum",100000,,,,,Land,buy,https://www.realestate.com.kh/buy/trapeang-phlong/land-231535/,Trapeang Phlong,Ponhea Kraek,Tboung Khmum,,
"Nirouth, Chbar Ampov, Phnom Penh",480000,5,6,,,Twin,buy,https://www.realestate.com.kh/buy/nirouth/5-bed-6-bath-twin-villa-231534/,Nirouth,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
"Boeung Kak 2, Toul Kork, Phnom Penh",78500,3,2,150,,House,buy,https://www.realestate.com.kh/buy/boeung-kak-2/3-bed-2-bath-house-231526/,Boeung Kak 2,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Akreiy Ksatr, Lvea Aem, Kandal",250,,,,,Land,buy,https://www.realestate.com.kh/buy/akreiy-ksatr/land-231506/,Akreiy Ksatr,Lvea Aem,Kandal,11.5430427,105.0485316
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",170000,,,,,Apartment,buy,https://www.realestate.com.kh/buy/bkk-1/apartment-231498/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Srah Chak, Daun Penh, Phnom Penh",6200000,9,7,,,Villa,buy,https://www.realestate.com.kh/buy/srah-chak/9-bed-7-bath-villa-231486/,Srah Chak,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Siem Reap, Siem Reap, Siem Reap",80,,,,,Land,buy,https://www.realestate.com.kh/buy/siem-reap/land-231482/,Siem Reap,Siem Reap,Siem Reap,13.3617562,103.8590321
"Vihear Suork, Khsach Kandal, Kandal",43,,,,25916,Land,buy,https://www.realestate.com.kh/buy/vihear-suork/land-231478/,Vihear Suork,Khsach Kandal,Kandal,11.7503523,105.0169623
"Traeng Trayueng, Phnum Sruoch, Kampong Speu",27,,,,,Land,buy,https://www.realestate.com.kh/buy/traeng-trayueng/land-231476/,Traeng Trayueng,Phnum Sruoch,Kampong Speu,11.310279900000001,104.25317703358202
"Traeng Trayueng, Phnum Sruoch, Kampong Speu",18,,,,,Land,buy,https://www.realestate.com.kh/buy/traeng-trayueng/land-231475/,Traeng Trayueng,Phnum Sruoch,Kampong Speu,11.310279900000001,104.25317703358202
"Ou Saray, Tram Kak, Takeo",18,,,,,Land,buy,https://www.realestate.com.kh/buy/ou-saray/land-231472/,Ou Saray,Tram Kak,Takeo,,
"Phsar Thmei III, Daun Penh, Phnom Penh",98000,6,3,168,,Flat,buy,https://www.realestate.com.kh/buy/phsar-thmei-iii/6-bed-3-bath-flat-house-231468/,Phsar Thmei III,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Phsar Chas, Daun Penh, Phnom Penh",130000,4,2,112,,Apartment,buy,https://www.realestate.com.kh/buy/phsar-chas/4-bed-2-bath-apartment-231466/,Phsar Chas,Daun Penh,Phnom Penh,11.5772693,104.9194273
"92 92, Krang Thnong, Sen Sok, Phnom Penh",99540,3,2,84,90,Flat,buy,https://www.realestate.com.kh/buy/krang-thnong/92-92-231461/,Krang Thnong,Sen Sok,Phnom Penh,,
"Trapeang Krasang, Por Sen Chey, Phnom Penh",55000,2,2,,160,House,buy,https://www.realestate.com.kh/buy/trapeang-krasang/2-bed-2-bath-house-231460/,Trapeang Krasang,Por Sen Chey,Phnom Penh,11.5432301,104.8346465
"Mittapheap, 7 Makara, Phnom Penh",82000,2,1,123,,House,buy,https://www.realestate.com.kh/buy/mittapheap/2-bed-1-bath-house-231457/,Mittapheap,7 Makara,Phnom Penh,11.5495588,104.9272305
"217, Ou Ruessei 2, 7 Makara, Phnom Penh",40000,2,2,75,,House,buy,https://www.realestate.com.kh/buy/ou-ruessei-2/217-231455/,Ou Ruessei 2,7 Makara,Phnom Penh,,
"Chroy Changvar, Chroy Changvar, Phnom Penh",160000,1,1,91,,Condo,buy,https://www.realestate.com.kh/buy/chroy-changvar/1-bed-1-bath-condo-231453/,Chroy Changvar,Chroy Changvar,Phnom Penh,11.5823106,104.9344762
"Chaom Chau 1, Por Sen Chey, Phnom Penh",86000,2,3,,,Link,buy,https://www.realestate.com.kh/buy/chaom-chau-1/2-bed-3-bath-link-house-231451/,Chaom Chau 1,Por Sen Chey,Phnom Penh,11.5432301,104.8346465
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",365000,3,3,228,,Condo,buy,https://www.realestate.com.kh/buy/bkk-1/3-bed-3-bath-condo-231447/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Kakap, Por Sen Chey, Phnom Penh",200,,,,,Land,buy,https://www.realestate.com.kh/buy/kakap/land-231442/,Kakap,Por Sen Chey,Phnom Penh,11.5432301,104.8346465
"Sala Kamraeuk, Siem Reap, Siem Reap",1601600,,,,,Land,buy,https://www.realestate.com.kh/buy/sala-kamraeuk/land-231433/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"166, Ou Ruessei 2, 7 Makara, Phnom Penh",40000,2,1,,,House,buy,https://www.realestate.com.kh/buy/ou-ruessei-2/166-231426/,Ou Ruessei 2,7 Makara,Phnom Penh,,
"Ou Ruessei 4, 7 Makara, Phnom Penh",32000,2,1,,,House,buy,https://www.realestate.com.kh/buy/ou-ruessei-4/2-bed-1-bath-house-231425/,Ou Ruessei 4,7 Makara,Phnom Penh,11.5495588,104.9272305
"Veal Sbov, Chbar Ampov, Phnom Penh",2400000,,,,5418,Land,buy,https://www.realestate.com.kh/buy/veal-sbov/land-231418/,Veal Sbov,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
"Veal Sbov, Chbar Ampov, Phnom Penh",478350,,,,1063,Land,buy,https://www.realestate.com.kh/buy/veal-sbov/land-231417/,Veal Sbov,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
"Veal Sbov, Chbar Ampov, Phnom Penh",330,,,,5200,Land,buy,https://www.realestate.com.kh/buy/veal-sbov/land-231416/,Veal Sbov,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
"Chroy Changvar, Chroy Changvar, Phnom Penh",2800000,,,,5265,Land,buy,https://www.realestate.com.kh/buy/chroy-changvar/land-231415/,Chroy Changvar,Chroy Changvar,Phnom Penh,11.5823106,104.9344762
"boeung Tuk, Tuek Chhou, Kampot",2500000,,,,6661,Land,buy,https://www.realestate.com.kh/buy/boeung-tuk/land-231414/,boeung Tuk,Tuek Chhou,Kampot,10.6040823,104.2496624
"Svay Dankum, Siem Reap, Siem Reap",150000,3,4,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/3-bed-4-bath-house-231405/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"2 JG68+X4F, 2 Thnou St, Preah Sihanouk, Cambodia, Sangkat Buon, Sihanoukville, Sihanoukville",165000,2,2,76,,Apartment,buy,https://www.realestate.com.kh/buy/sangkat-buon/2-jg68x4f-2-thnou-st-preah-sihanouk-cambodia-231404/,,,,,
