Date,Squad,Venue,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Name
2023-01-22,Arsenal,Home,N,"LW,LM",9,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,1,0,4,5,80.0,1,4,2,2,2,Leandro Trossard
Date,Squad,Venue,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Leandro Trossard
2023-02-04,Arsenal,Away,N,LW,32,0,0,0,0,2,1,0,0,18,2,0,0,0.1,0.1,0.0,1,0,7,13,53.8,1,12,3,1,0,Leandro Trossard
2023-02-11,Arsenal,Home,N,LW,29,1,0,0,0,2,1,0,0,25,0,0,0,0.7,0.7,0.0,1,0,19,22,86.4,3,17,0,3,2,Leandro Trossard
2023-02-15,Arsenal,Home,N,LW,15,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.1,1,0,10,14,71.4,2,15,1,0,0,Leandro Trossard
2023-02-18,Arsenal,Away,Y,LW,67,0,0,0,0,0,0,0,0,37,1,0,2,0.0,0.0,0.0,2,0,24,31,77.4,6,24,7,1,1,Leandro Trossard
2023-02-25,Arsenal,Away,Y,FW,69,0,1,0,0,2,0,0,0,34,1,1,0,0.1,0.1,0.1,3,1,21,27,77.8,4,24,0,4,2,Leandro Trossard
2023-03-01,Arsenal,Home,Y,FW,71,0,1,0,0,1,0,0,0,33,1,0,0,0.2,0.2,0.5,1,1,19,28,67.9,2,21,6,1,1,Leandro Trossard
2023-03-04,Arsenal,Home,Y,FW,21,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,1,0,11,15,73.3,2,14,1,1,1,Leandro Trossard
2023-03-12,Arsenal,Away,Y,FW,76,0,3,0,0,2,1,0,0,47,1,1,2,0.2,0.2,1.0,2,2,29,41,70.7,4,31,2,1,1,Leandro Trossard
2023-03-16,eng Arsenal,Home,N,FW,75,0,0,0,0,1,1,0,0,35,0,0,1,0.1,0.1,0.4,3,0,19,28,67.9,3,21,1,1,0,Leandro Trossard
2023-03-19,Arsenal,Home,Y,FW,64,0,1,0,0,1,0,0,0,37,0,0,3,0.0,0.0,0.5,3,1,23,28,82.1,4,23,1,3,1,Leandro Trossard
2023-04-01,Arsenal,Home,Y,"RW,FW",90,0,1,0,0,0,0,0,0,54,0,2,2,0.0,0.0,1.3,3,1,35,43,81.4,2,36,2,0,0,Leandro Trossard
2023-04-09,Arsenal,Away,N,FW,11,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,2,4,50.0,0,3,1,1,1,Leandro Trossard
2023-04-16,Arsenal,Away,N,"FW,RM",24,0,0,0,0,0,0,0,0,24,0,0,1,0.0,0.0,0.0,2,0,21,23,91.3,5,21,0,1,1,Leandro Trossard
2023-04-21,Arsenal,Home,N,"CM,LM",34,0,0,0,0,1,0,0,0,33,0,0,1,0.1,0.1,0.0,2,0,25,29,86.2,6,22,1,0,0,Leandro Trossard
2023-04-26,Arsenal,Away,N,FW,31,0,1,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.1,0,0,10,12,83.3,1,10,2,0,0,Leandro Trossard
2023-05-02,Arsenal,Home,Y,LW,58,0,0,0,0,0,0,0,0,41,0,0,2,0.0,0.0,0.3,3,1,24,34,70.6,5,28,2,2,1,Leandro Trossard
2023-05-14,Arsenal,Home,N,"LW,LM",71,0,0,0,0,2,1,0,0,34,0,1,3,0.2,0.2,0.2,3,0,14,19,73.7,2,17,1,2,0,Leandro Trossard
2023-05-20,Arsenal,Away,Y,"LW,LM",69,0,0,0,0,2,0,0,0,42,2,0,1,0.1,0.1,0.1,2,0,23,32,71.9,2,28,2,1,0,Leandro Trossard
2023-05-28,Arsenal,Home,Y,LW,79,0,2,0,0,2,1,0,0,44,2,1,0,0.1,0.1,0.4,3,2,26,32,81.3,5,22,2,1,1,Leandro Trossard
2022-08-05,Arsenal,Away,N,FW,8,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.1,2,0,3,3,100.0,1,3,0,1,1,Eddie Nketiah
2022-08-13,Arsenal,Home,N,FW,7,0,0,0,0,1,1,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,3,1,0,0,Eddie Nketiah
2022-08-20,Arsenal,Away,N,"LW,FW",17,0,0,0,0,1,1,0,0,10,0,1,0,0.1,0.1,0.0,1,0,6,6,100.0,1,9,0,1,0,Eddie Nketiah
2022-08-27,Arsenal,Home,N,"AM,FW",30,0,0,0,0,3,1,0,0,11,1,0,0,0.4,0.4,0.0,2,0,4,5,80.0,0,9,2,3,3,Eddie Nketiah
2022-08-31,Arsenal,Home,N,FW,3,0,0,0,0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,4,1,2,1,Eddie Nketiah
2022-09-04,Arsenal,Away,N,"FW,LM,LW",17,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,Eddie Nketiah
2022-09-08,eng Arsenal,Away,Y,FW,77,1,1,0,0,3,2,0,0,29,0,0,0,0.4,0.4,0.0,1,0,17,19,89.5,1,21,4,4,1,Eddie Nketiah
2022-09-18,Arsenal,Away,N,LW,13,0,0,0,0,0,0,0,0,9,0,0,1,0.0,0.0,0.0,0,0,4,7,57.1,0,5,1,2,0,Eddie Nketiah
2022-10-01,Arsenal,Home,N,FW,11,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,4,4,100.0,0,9,1,1,0,Eddie Nketiah
2022-10-06,eng Arsenal,Home,Y,FW,81,1,0,0,0,4,1,0,0,30,1,0,1,1.2,1.2,0.0,0,0,12,19,63.2,1,14,1,1,0,Eddie Nketiah
2022-10-09,Arsenal,Home,N,FW,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,Eddie Nketiah
2022-10-13,eng Arsenal,Away,Y,FW,90,0,0,0,0,1,0,0,0,28,0,0,0,0.1,0.1,0.0,1,0,16,21,76.2,1,20,2,3,1,Eddie Nketiah
2022-10-16,Arsenal,Away,N,FW,9,0,0,0,0,1,0,0,0,7,0,0,0,0.1,0.1,0.0,0,0,3,4,75.0,2,4,1,1,0,Eddie Nketiah
2022-10-20,eng Arsenal,Home,Y,"LW,FW",90,0,0,0,0,6,0,0,0,57,0,0,1,0.5,0.5,0.1,3,0,34,38,89.5,3,40,8,8,1,Eddie Nketiah
2022-10-23,Arsenal,Away,N,LW,20,0,0,0,0,1,0,0,0,12,1,0,1,0.1,0.1,0.0,0,0,5,5,100.0,1,9,0,1,0,Eddie Nketiah
2022-10-27,eng Arsenal,Away,Y,"FW,LW",90,0,0,0,0,4,2,0,0,26,0,0,1,0.5,0.5,0.0,1,0,12,15,80.0,1,14,1,1,0,Eddie Nketiah
2022-10-30,Arsenal,Home,N,LW,16,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,2,0,5,7,71.4,0,2,1,0,0,Eddie Nketiah
2022-11-03,eng Arsenal,Home,Y,"LW,FW",90,0,0,0,0,4,2,0,0,49,0,0,3,0.4,0.4,0.2,4,0,22,32,68.8,3,35,5,4,2,Eddie Nketiah
2022-11-06,Arsenal,Away,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Eddie Nketiah
2022-11-12,Arsenal,Away,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Eddie Nketiah
2022-12-26,Arsenal,Home,Y,FW,90,1,0,0,0,4,1,0,0,35,1,0,0,0.5,0.5,0.0,0,0,22,24,91.7,1,23,4,2,0,Eddie Nketiah
2022-12-31,Arsenal,Away,Y,FW,90,1,0,0,0,2,1,0,0,34,2,0,1,0.8,0.8,0.0,1,1,19,24,79.2,2,24,4,0,0,Eddie Nketiah
2023-01-03,Arsenal,Home,Y,FW,90,0,0,0,0,2,2,1,0,31,0,0,0,0.1,0.1,0.0,2,0,15,21,71.4,0,23,2,3,0,Eddie Nketiah
2023-01-15,Arsenal,Away,Y,FW,89,0,0,0,0,5,3,0,0,39,1,0,1,1.4,1.4,0.0,3,0,15,18,83.3,1,24,2,4,2,Eddie Nketiah
2023-01-22,Arsenal,Home,Y,FW,90,2,0,0,0,6,3,0,0,30,1,0,0,1.9,1.9,0.0,1,0,17,19,89.5,0,17,2,2,1,Eddie Nketiah
2023-02-04,Arsenal,Away,Y,FW,90,0,0,0,0,2,0,0,0,19,2,0,0,0.2,0.2,0.1,2,0,8,10,80.0,0,9,1,2,2,Eddie Nketiah
2023-02-11,Arsenal,Home,Y,FW,90,0,0,0,0,1,0,0,0,40,0,0,1,0.0,0.0,0.1,3,0,24,32,75.0,4,23,4,3,1,Eddie Nketiah
Date,Squad,Venue,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Eddie Nketiah
2023-02-15,Arsenal,Home,Y,FW,90,0,0,0,0,4,0,1,0,24,1,0,0,0.6,0.6,0.0,2,1,11,13,84.6,1,14,1,1,0,Eddie Nketiah
2023-02-18,Arsenal,Away,Y,FW,90,0,0,0,0,5,0,0,0,25,1,0,1,1.1,1.1,0.3,4,0,11,14,78.6,0,10,2,1,1,Eddie Nketiah
2023-02-25,Arsenal,Away,N,FW,21,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,0,0,2,5,40.0,1,5,0,2,2,Eddie Nketiah
2023-03-01,Arsenal,Home,N,FW,19,0,1,0,0,1,1,0,0,9,0,0,0,0.2,0.2,0.4,2,1,6,7,85.7,0,7,1,1,1,Eddie Nketiah
2023-04-21,Arsenal,Home,N,FW,19,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.1,0,0,1,2,50.0,0,4,0,0,0,Eddie Nketiah
2023-04-26,Arsenal,Away,N,LW,11,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,3,1,1,0,Eddie Nketiah
2023-05-02,Arsenal,Home,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Eddie Nketiah
2023-05-07,Arsenal,Away,N,FW,4,0,0,0,0,0,0,1,0,4,1,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,2,0,0,0,Eddie Nketiah
2023-05-14,Arsenal,Home,N,FW,14,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,5,5,100.0,0,3,0,0,0,Eddie Nketiah
2023-05-20,Arsenal,Away,N,FW,28,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,4,0,0,0,Eddie Nketiah
2023-05-28,Arsenal,Home,N,FW,11,0,0,0,0,1,0,0,0,5,0,0,0,0.7,0.7,0.0,0,0,3,4,75.0,0,4,0,0,0,Eddie Nketiah
2022-08-06,Chelsea,Away,Y,CM,89,1,0,1,1,0,0,0,0,81,0,0,3,0.8,0.0,0.1,3,0,60,72,83.3,6,49,1,0,0,Jorginho
2022-08-14,Chelsea,Home,Y*,CM,72,0,0,0,0,1,0,0,0,69,1,1,0,0.1,0.1,0.1,4,0,56,65,86.2,5,35,1,0,0,Jorginho
2022-08-21,Chelsea,Away,Y*,"CM,DM",63,0,0,0,0,0,0,0,0,35,3,1,0,0.0,0.0,0.0,1,0,23,27,85.2,5,10,0,1,0,Jorginho
2022-08-27,Chelsea,Home,Y*,CM,74,0,0,0,0,0,0,0,0,61,2,0,0,0.0,0.0,0.0,2,1,49,54,90.7,10,34,1,1,0,Jorginho
2022-08-30,Chelsea,Away,Y,DM,66,0,0,0,0,0,0,0,0,57,4,5,0,0.0,0.0,0.0,1,0,38,46,82.6,7,29,1,0,0,Jorginho
2022-09-03,Chelsea,Home,N,CM,8,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,0,2,0,0,0,Jorginho
2022-09-06,eng Chelsea,Away,N,CM,32,0,0,0,0,0,0,0,0,53,7,0,1,0.0,0.0,0.1,4,0,38,44,86.4,12,35,6,0,0,Jorginho
2022-09-14,eng Chelsea,Home,Y,"CM,DM",90,0,0,0,0,0,0,0,0,72,4,2,4,0.0,0.0,0.1,3,0,53,60,88.3,4,52,0,1,0,Jorginho
2022-10-01,Chelsea,Away,Y*,"DM,CM",55,0,0,0,0,0,0,0,0,47,1,1,2,0.0,0.0,0.0,0,0,29,38,76.3,2,28,1,2,1,Jorginho
2022-10-05,eng Chelsea,Home,N,CM,26,0,0,0,0,0,0,0,0,31,0,1,0,0.0,0.0,0.0,0,0,28,30,93.3,0,18,0,1,1,Jorginho
2022-10-08,Chelsea,Home,Y,"DM,CM",90,0,0,0,0,1,1,1,0,70,4,1,2,0.0,0.0,0.0,1,1,54,58,93.1,6,52,1,1,1,Jorginho
2022-10-11,eng Chelsea,Away,Y*,CM,90,1,0,1,1,0,0,0,0,105,2,3,3,0.8,0.0,0.0,3,0,88,92,95.7,8,86,1,2,1,Jorginho
2022-10-16,Chelsea,Away,N,CM,26,0,0,0,0,0,0,0,0,18,0,0,1,0.0,0.0,0.0,0,0,14,16,87.5,0,7,0,1,0,Jorginho
2022-10-19,Chelsea,Away,Y,"CM,DM",90,0,0,0,0,1,0,0,0,98,2,1,0,0.0,0.0,0.1,4,0,80,88,90.9,7,56,4,2,0,Jorginho
2022-10-22,Chelsea,Home,Y,CM,90,1,0,1,1,0,0,1,0,66,5,0,1,0.8,0.0,0.0,0,0,43,56,76.8,4,36,0,0,0,Jorginho
2022-10-25,eng Chelsea,Away,Y*,"CM,DM",90,0,0,0,0,2,1,0,0,68,0,3,5,0.1,0.1,0.0,2,1,51,53,96.2,6,47,1,0,0,Jorginho
2022-10-29,Chelsea,Away,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Jorginho
2022-11-02,eng Chelsea,Home,Y,CM,90,0,0,0,0,0,0,0,0,87,1,2,0,0.0,0.0,0.1,4,0,76,82,92.7,10,67,1,2,2,Jorginho
2022-11-06,Chelsea,Home,Y,DM,90,0,0,0,0,0,0,0,0,41,2,2,0,0.0,0.0,0.0,1,0,22,34,64.7,1,25,0,1,1,Jorginho
2022-11-12,Chelsea,Away,Y,CM,90,0,0,0,0,0,0,1,0,59,4,1,1,0.0,0.0,0.0,0,0,44,52,84.6,1,28,0,1,0,Jorginho
2022-12-27,Chelsea,Home,Y*,CM,90,0,0,0,0,0,0,0,0,75,0,1,2,0.0,0.0,0.1,4,0,61,67,91.0,9,27,1,0,0,Jorginho
2023-01-01,Chelsea,Away,Y,CM,71,0,0,0,0,0,0,0,0,45,1,1,0,0.0,0.0,0.0,2,0,34,41,82.9,3,27,1,0,0,Jorginho
2023-01-05,Chelsea,Home,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Jorginho
2023-01-12,Chelsea,Away,N,CM,35,0,0,0,0,0,0,0,0,42,2,2,1,0.0,0.0,0.0,2,0,30,36,83.3,1,22,1,0,0,Jorginho
2023-01-15,Chelsea,Home,Y*,"DM,CM",90,0,0,0,0,0,0,1,0,80,6,0,1,0.0,0.0,0.0,2,0,64,71,90.1,7,54,0,1,1,Jorginho
2023-01-21,Chelsea,Away,Y*,"CM,DM",90,0,0,0,0,0,0,0,0,76,5,4,4,0.0,0.0,0.0,2,0,45,57,78.9,6,25,0,1,1,Jorginho
2023-02-04,Arsenal,Away,N,CM,32,0,0,0,0,1,0,0,0,32,1,0,0,0.0,0.0,0.0,0,0,24,30,80.0,4,15,0,1,1,Jorginho
2023-02-11,Arsenal,Home,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Jorginho
2023-02-15,Arsenal,Home,Y,CM,90,0,0,0,0,0,0,0,0,72,1,3,1,0.0,0.0,0.1,2,0,58,66,87.9,8,46,1,0,0,Jorginho
2023-02-18,Arsenal,Away,Y,CM,90,0,0,0,0,1,0,0,0,86,3,0,0,0.1,0.1,0.1,5,1,71,81,87.7,15,54,2,1,0,Jorginho
2023-02-25,Arsenal,Away,Y,CM,90,0,0,0,0,0,0,0,0,90,3,1,0,0.0,0.0,0.0,1,0,68,87,78.2,15,48,1,0,0,Jorginho
Date,Squad,Venue,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Jorginho
2023-03-01,Arsenal,Home,Y,CM,45,0,0,0,0,1,0,0,0,46,0,0,1,0.0,0.0,0.0,0,0,33,40,82.5,6,35,3,0,0,Jorginho
2023-03-04,Arsenal,Home,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Jorginho
2023-03-09,eng Arsenal,Away,Y,CM,70,0,0,0,0,0,0,0,0,76,1,2,0,0.0,0.0,0.0,0,0,64,68,94.1,5,56,0,0,0,Jorginho
2023-03-12,Arsenal,Away,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Jorginho
2023-03-16,eng Arsenal,Home,Y,CM,64,0,0,0,0,0,0,0,0,45,3,2,0,0.0,0.0,0.0,0,0,33,39,84.6,3,22,0,0,0,Jorginho
2023-03-19,Arsenal,Home,N,"CM,RB",8,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,11,11,100.0,2,11,0,0,0,Jorginho
2023-03-26,it Italy,Away,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Jorginho
2023-04-01,Arsenal,Home,N,CM,31,0,0,0,0,0,0,0,0,36,1,0,1,0.0,0.0,0.0,0,0,27,31,87.1,3,22,0,2,0,Jorginho
2023-04-09,Arsenal,Away,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Jorginho
2023-04-16,Arsenal,Away,N,CM,24,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,28,29,96.6,5,23,1,2,1,Jorginho
2023-04-21,Arsenal,Home,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Jorginho
2023-04-26,Arsenal,Away,N,LM,31,0,0,0,0,0,0,0,0,31,0,2,0,0.0,0.0,0.0,1,1,27,29,93.1,4,28,1,0,0,Jorginho
2023-05-02,Arsenal,Home,Y,CM,85,0,0,0,0,0,0,0,0,74,0,0,2,0.0,0.0,0.0,3,0,62,69,89.9,5,51,0,1,0,Jorginho
2023-05-07,Arsenal,Away,Y,CM,90,0,1,0,0,0,0,0,0,63,2,2,0,0.0,0.0,0.1,2,1,44,53,83.0,3,35,0,0,0,Jorginho
2023-05-14,Arsenal,Home,Y,CM,59,0,0,0,0,0,0,0,0,34,2,1,0,0.0,0.0,0.0,0,0,25,29,86.2,3,22,0,1,0,Jorginho
2023-05-20,Arsenal,Away,Y,CM,90,0,0,0,0,2,0,0,0,126,1,0,1,0.1,0.1,0.0,1,0,109,120,90.8,19,94,6,0,0,Jorginho
2023-05-28,Arsenal,Home,Y,CM,90,0,0,0,0,1,0,0,0,72,4,0,1,0.0,0.0,0.0,6,2,54,61,88.5,7,39,0,2,1,Jorginho
2022-08-05,Arsenal,Away,N,LB,8,0,0,0,0,0,0,0,0,7,2,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,2,1,0,0,Kieran Tierney
2022-08-13,Arsenal,Home,N,LB,14,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,7,12,58.3,1,8,1,0,0,Kieran Tierney
2022-08-27,Arsenal,Home,Y,LB,60,0,0,0,0,1,0,0,0,46,0,2,2,0.0,0.0,0.0,1,0,28,39,71.8,4,27,0,0,0,Kieran Tierney
2022-08-31,Arsenal,Home,Y,"LB,WB",90,0,0,0,0,2,1,0,0,65,2,1,1,0.2,0.2,0.0,4,1,40,57,70.2,7,37,4,0,0,Kieran Tierney
2022-09-04,Arsenal,Away,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Kieran Tierney
2022-09-08,eng Arsenal,Away,Y,LB,68,0,0,0,0,2,2,0,0,78,0,0,2,0.3,0.3,0.0,2,0,53,68,77.9,9,41,1,2,0,Kieran Tierney
2022-09-18,Arsenal,Away,Y,LB,90,0,0,0,0,1,0,0,0,67,1,1,0,0.0,0.0,0.1,2,1,47,55,85.5,5,35,4,0,0,Kieran Tierney
